case_index,scenario,sentiment,urgency,emp_steering,frm_steering,emp_token_len,frm_token_len,emp_sent_len,frm_sent_len,emp_ttr,frm_ttr,rouge1_ef,rouge2_ef,rougeL_ef,rouge1_ec,rouge1_fc,emp_flesch_ease,emp_flesch_grade,emp_fog,frm_flesch_ease,frm_flesch_grade,frm_fog,emp_empathy_score,emp_formality_score,frm_empathy_score,frm_formality_score,emp_fp_singular,frm_fp_singular,emp_passive,frm_passive,style_disc_score,emp_entity_cov,frm_entity_cov,emp_placeholder,frm_placeholder,emp_cov_product,emp_cov_order_id,emp_cov_issue,emp_cov_urgency,emp_cov_sentiment,emp_cov_customer_name,frm_cov_product,frm_cov_order_id,frm_cov_issue,frm_cov_urgency,frm_cov_sentiment,frm_cov_customer_name,kg_nodes,kg_edges,kg_density,kg_salience,model,model_short,generation,size_B,model_type
6,battery_issue,angry,high,kg_activation,kg_activation,112,22,3,2,0.9107142857142857,0.9090909090909091,0.1983471074380165,0.06722689075630253,0.1322314049586777,0.0679611650485437,0.016,55.93076530612245,11.544591836734696,12.657142857142858,82.47500000000001,4.240000000000002,6.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6,3,0.1,0.75,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
7,battery_issue,polite,medium,kg_activation,kg_activation,81,24,2,1,0.8888888888888888,0.8333333333333334,0.04878048780487805,0.0,0.04878048780487805,0.10714285714285715,0.0,53.50026881720433,10.931290322580647,12.137634408602151,28.05000000000001,13.073333333333338,19.333333333333336,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6,3,0.1,0.7666666666666667,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
8,battery_issue,neutral,low,kg_activation,kg_activation,109,87,2,3,0.9541284403669725,0.9425287356321839,0.1978021978021978,0.011111111111111112,0.0989010989010989,0.0676328502415459,0.053475935828877004,3.8016666666666765,21.01,20.933333333333337,34.890833333333376,15.017500000000002,17.166666666666668,0.03225806451612903,0.034482758620689655,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.3333333333333333,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8250000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
9,battery_issue,frustrated,high,kg_activation,kg_activation,77,103,2,3,0.8051948051948052,0.9611650485436893,0.31168831168831174,0.026315789473684213,0.1168831168831169,0.1360544217687075,0.10810810810810811,60.71474358974362,9.09692307692308,9.241025641025642,40.73774193548388,15.278494623655913,14.980645161290324,0.0,0.0,0.03225806451612903,0.06896551724137931,0.3333333333333333,0.0,0.0,0.0,0.03670745272525028,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6,3,0.1,0.7500000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
10,battery_issue,angry,high,kg_activation,kg_activation,70,21,2,2,0.8571428571428571,1.0,0.2716049382716049,0.07594936708860758,0.1728395061728395,0.14545454545454545,0.0819672131147541,67.81500000000001,11.253333333333337,13.333333333333336,59.16092105263158,7.367631578947371,10.115789473684211,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,0.16666666666666666,0.8888888888888888,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
11,battery_issue,neutral,medium,kg_activation,kg_activation,111,19,3,2,0.9369369369369369,0.9473684210526315,0.10344827586206896,0.0,0.06896551724137932,0.1826923076923077,0.015873015873015872,40.15300000000002,12.329234042553196,13.477446808510638,40.2858823529412,11.863529411764706,16.211764705882356,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.14285714285714285,0.0,0,0,0.5,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8214285714285715,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
12,battery_issue,polite,low,kg_activation,kg_activation,33,25,1,1,0.9090909090909091,0.84,0.043478260869565216,0.0,0.043478260869565216,0.12121212121212123,0.03225806451612903,52.86800000000002,12.096,13.200000000000001,26.682500000000005,13.5125,16.400000000000002,0.03225806451612903,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,9,0.16071428571428573,0.84375,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
13,battery_issue,frustrated,high,kg_activation,kg_activation,115,51,4,2,0.9478260869565217,0.9215686274509803,0.2236842105263158,0.026666666666666665,0.09210526315789475,0.17391304347826086,0.0979020979020979,39.46957547169811,14.337452830188681,15.50566037735849,41.5884756097561,12.551341463414637,13.078048780487805,0.06451612903225806,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.13348164627363737,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
14,battery_issue,angry,high,kg_activation,kg_activation,106,22,2,2,0.9150943396226415,0.9090909090909091,0.22764227642276424,0.09917355371900827,0.1951219512195122,0.15813953488372093,0.045454545454545456,42.71766666666667,15.582000000000004,16.533333333333335,74.01500000000001,5.419999999999998,6.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,19,0.14393939393939395,0.8666666666666667,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
15,battery_issue,neutral,medium,kg_activation,kg_activation,112,48,2,2,0.9285714285714286,0.9583333333333334,0.30666666666666664,0.02702702702702703,0.12,0.0761904761904762,0.07894736842105263,17.571132686084155,19.33786407766991,19.946925566343044,38.19869565217394,13.645217391304353,16.156521739130437,0.06451612903225806,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.13348164627363737,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
16,battery_issue,polite,low,kg_activation,kg_activation,89,70,2,1,0.9550561797752809,0.7714285714285715,0.2706766917293233,0.015267175572519085,0.12030075187969926,0.08988764044943819,0.09271523178807947,68.23575000000001,8.399833333333333,10.700000000000001,32.92387596899229,12.227906976744187,15.035658914728684,0.0,0.034482758620689655,0.03225806451612903,0.034482758620689655,0.3333333333333333,0.0,0.5,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
17,battery_issue,frustrated,high,kg_activation,kg_activation,32,37,1,1,0.90625,0.8918918918918919,0.14285714285714288,0.0,0.14285714285714288,0.03076923076923077,0.04477611940298507,27.37500000000003,15.403333333333332,17.933333333333334,40.529615384615425,14.065384615384616,15.015384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8857142857142858,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
18,battery_issue,angry,high,kg_activation,kg_activation,95,20,3,2,0.9578947368421052,0.95,0.16822429906542055,0.0,0.11214953271028037,0.09302325581395349,0.027777777777777776,44.39348484848486,14.354545454545455,15.824242424242426,56.70000000000002,7.58666666666667,10.266666666666667,0.03225806451612903,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,11,0.12222222222222222,0.8699999999999999,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
19,battery_issue,neutral,medium,kg_activation,kg_activation,114,27,2,1,0.6929824561403509,0.8888888888888888,0.1509433962264151,0.0,0.09433962264150943,0.12682926829268293,0.0425531914893617,41.9658653846154,11.442884615384617,13.269230769230768,28.765000000000015,13.718888888888891,18.311111111111114,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8500000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
20,battery_issue,polite,low,kg_activation,kg_activation,111,43,4,3,0.8828828828828829,0.8837209302325582,0.24637681159420288,0.029411764705882353,0.08695652173913045,0.13658536585365855,0.12080536912751677,28.667697368421074,15.160921052631583,16.236842105263158,62.96821138211382,7.87170731707317,10.34471544715447,0.03225806451612903,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.06674082313681869,0.14285714285714285,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
21,battery_issue,frustrated,high,kg_activation,kg_activation,57,39,2,2,0.9473684210526315,0.8717948717948718,0.12195121951219513,0.0,0.07317073170731707,0.05128205128205127,0.08695652173913045,32.66250000000005,14.665833333333332,14.600000000000001,40.42094827586209,11.223620689655174,14.075862068965519,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
22,battery_issue,angry,high,kg_activation,kg_activation,109,92,4,2,0.9724770642201835,0.8913043478260869,0.2810810810810811,0.02185792349726776,0.1081081081081081,0.1132075471698113,0.09137055837563453,42.71600000000004,13.512,14.8,15.622439024390275,21.26585365853659,24.69268292682927,0.0,0.0,0.06451612903225806,0.06896551724137931,0.0,0.0,0.25,0.0,0.004449388209121247,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.85,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
23,battery_issue,neutral,medium,kg_activation,kg_activation,119,28,3,2,0.957983193277311,0.9285714285714286,0.1702127659574468,0.028776978417266185,0.0851063829787234,0.13392857142857145,0.11851851851851852,20.58605263157895,19.828245614035087,21.51578947368421,53.72461538461542,8.995384615384616,11.353846153846156,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.3333333333333333,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.84375,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
24,battery_issue,polite,low,kg_activation,kg_activation,47,70,2,4,0.9361702127659575,0.9428571428571428,0.3018867924528302,0.07692307692307693,0.18867924528301888,0.12587412587412586,0.12121212121212122,53.29000000000005,10.795000000000002,13.0,53.877321428571435,9.657261904761906,9.474603174603175,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.06896551724137931,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
25,battery_issue,frustrated,high,kg_activation,kg_activation,95,55,2,2,0.9473684210526315,0.9818181818181818,0.2406015037593985,0.015267175572519083,0.13533834586466165,0.08187134502923978,0.057971014492753624,31.118888888888904,15.626419753086424,16.725925925925928,39.33200000000002,13.984000000000002,14.0,0.03225806451612903,0.034482758620689655,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.5,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8833333333333333,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
26,wrong_item,angry,high,kg_activation,kg_activation,104,33,5,2,0.9038461538461539,0.8787878787878788,0.16393442622950818,0.016666666666666666,0.06557377049180328,0.09944751381215469,0.05042016806722689,55.08500000000001,10.047777777777778,11.200000000000001,47.79000000000002,10.320000000000004,10.0,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.7500000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
27,wrong_item,frustrated,high,kg_activation,kg_activation,56,20,2,1,0.9642857142857143,0.95,0.08333333333333333,0.0,0.08333333333333333,0.15568862275449102,0.04580152671755725,56.798846153846185,11.796153846153846,12.707692307692309,35.309411764705914,12.55764705882353,13.858823529411765,0.0,0.0,0.0,0.034482758620689655,0.3333333333333333,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8785714285714287,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
28,wrong_item,neutral,medium,kg_activation,kg_activation,113,68,4,3,0.9557522123893806,0.9264705882352942,0.2155688622754491,0.0,0.10778443113772455,0.09216589861751151,0.10465116279069768,36.77410714285719,14.651309523809527,13.928571428571429,47.18408045977014,11.48103448275862,11.1816091954023,0.0,0.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8071428571428572,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
29,wrong_item,polite,low,kg_activation,kg_activation,113,61,2,2,0.7699115044247787,0.8688524590163934,0.30136986301369867,0.06944444444444443,0.15068493150684933,0.10679611650485438,0.10843373493975904,11.417500000000018,22.224999999999998,24.529411764705884,54.56000000000002,11.860000000000003,12.4,0.06451612903225806,0.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.5,0.0,0.06674082313681869,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
30,wrong_item,angry,high,kg_activation,kg_activation,109,80,3,4,0.9174311926605505,0.9,0.31213872832369943,0.011695906432748537,0.11560693641618497,0.0861244019138756,0.11235955056179776,46.34882425742575,13.067400990099014,13.664356435643567,47.66964285714289,10.957857142857144,11.571428571428573,0.03225806451612903,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.8374999999999999,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
31,wrong_item,frustrated,high,kg_activation,kg_activation,44,63,2,1,0.9772727272727273,0.7619047619047619,0.29629629629629634,0.0,0.09876543209876541,0.08333333333333333,0.08163265306122448,62.30074324324326,9.16554054054054,12.805405405405407,30.08959677419358,12.913064516129037,12.651612903225807,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8571428571428573,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
32,wrong_item,neutral,medium,kg_activation,kg_activation,106,117,2,4,0.9528301886792453,0.9401709401709402,0.29245283018867924,0.02857142857142857,0.12264150943396226,0.06763285024154589,0.06698564593301437,12.209871794871816,20.16846153846154,21.943589743589744,34.99403037383178,15.023808411214958,15.933644859813086,0.0,0.0,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.0,0.03670745272525028,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7714285714285715,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
33,wrong_item,polite,low,kg_activation,kg_activation,77,40,2,2,0.7792207792207793,1.0,0.19148936170212766,0.0,0.12765957446808512,0.050632911392405056,0.07575757575757576,33.76360849056607,11.841650943396228,12.09245283018868,68.2960483870968,7.584032258064514,10.070967741935485,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.5,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
34,wrong_item,angry,high,kg_activation,kg_activation,64,111,4,3,0.890625,0.9279279279279279,0.25581395348837205,0.0,0.13953488372093023,0.10714285714285714,0.10185185185185186,50.610000000000014,9.92666666666667,12.666666666666668,29.89688473520252,17.949906542056073,18.378816199376946,0.0,0.0,0.03225806451612903,0.13793103448275862,0.0,0.0,0.0,0.3333333333333333,0.10567296996662959,0.1111111111111111,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8500000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
35,wrong_item,frustrated,high,kg_activation,kg_activation,88,87,3,2,0.9772727272727273,0.9310344827586207,0.25,0.012658227848101266,0.1125,0.06965174129353234,0.11940298507462686,58.02565400843885,11.70784810126582,12.052320675105484,25.165384615384625,19.437948717948718,20.215384615384618,0.03225806451612903,0.034482758620689655,0.03225806451612903,0.06896551724137931,0.0,0.0,0.0,0.5,0.034482758620689655,0.0,0.125,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,8,0.14285714285714285,0.80625,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
36,wrong_item,neutral,medium,kg_activation,kg_activation,113,30,3,1,0.9734513274336283,0.8666666666666667,0.0916030534351145,0.0,0.06106870229007633,0.09389671361502348,0.015384615384615385,27.892857142857167,18.063809523809528,17.047619047619047,4.234285714285733,17.88571428571429,21.733333333333334,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8071428571428572,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
37,wrong_item,polite,low,kg_activation,kg_activation,111,19,2,2,0.9819819819819819,0.8947368421052632,0.06722689075630252,0.0,0.05042016806722689,0.10152284263959392,0.035714285714285705,6.48047029702974,24.901039603960403,27.328712871287134,60.19176470588238,9.08705882352941,9.15294117647059,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
38,wrong_item,angry,high,kg_activation,kg_activation,107,96,3,3,0.9345794392523364,0.9375,0.37433155080213903,0.043243243243243246,0.16042780748663102,0.061224489795918366,0.052910052910052914,30.13166666666669,16.840638297872342,18.065248226950356,38.20500000000004,15.383333333333336,16.0,0.03225806451612903,0.0,0.06451612903225806,0.13793103448275862,0.0,0.0,0.0,0.0,0.10567296996662959,0.0,0.09090909090909091,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,11,8,0.07272727272727272,0.8409090909090909,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
39,wrong_item,frustrated,high,kg_activation,kg_activation,55,49,1,2,0.7818181818181819,0.9183673469387755,0.20224719101123595,0.0,0.1348314606741573,0.06024096385542169,0.09467455621301775,57.12747747747747,8.35513513513514,8.176576576576577,54.750869565217414,11.336521739130436,11.808695652173913,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.86875,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
40,wrong_item,neutral,medium,kg_activation,kg_activation,110,38,3,2,0.9727272727272728,0.9473684210526315,0.16058394160583944,0.014814814814814815,0.072992700729927,0.1085972850678733,0.03896103896103897,24.40392739273932,18.219207920792076,19.407260726072607,46.461071428571444,11.126428571428573,11.571428571428573,0.0,0.10344827586206896,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,-0.10122358175750834,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.7875000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
41,wrong_item,polite,low,kg_activation,kg_activation,107,81,3,4,0.8691588785046729,0.9506172839506173,0.2976190476190476,0.048192771084337345,0.13095238095238096,0.1414141414141414,0.1111111111111111,29.777843137254933,16.144705882352945,16.980392156862745,26.499750000000006,14.221166666666669,16.56666666666667,0.0,0.0,0.03225806451612903,0.10344827586206896,0.0,0.0,0.0,0.0,0.07119021134593993,0.14285714285714285,0.0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
42,wrong_item,angry,high,kg_activation,kg_activation,69,50,4,2,0.8840579710144928,0.92,0.1923076923076923,0.0,0.11538461538461538,0.0935672514619883,0.06535947712418301,45.60612288135596,10.562500000000004,12.679661016949154,25.439285714285717,13.18904761904762,16.076190476190476,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.25,0.0,0.034482758620689655,0.125,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.85625,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
43,wrong_item,frustrated,high,kg_activation,kg_activation,118,20,3,2,0.9322033898305084,1.0,0.06504065040650406,0.0,0.06504065040650406,0.10480349344978165,0.028985507246376815,55.08194117647062,10.644431372549022,9.728627450980392,55.952500000000015,7.442500000000003,5.7,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.85625,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
44,wrong_item,neutral,medium,kg_activation,kg_activation,101,20,2,2,0.9306930693069307,1.0,0.14678899082568808,0.0,0.09174311926605504,0.11707317073170731,0.03125,16.69282608695653,22.35869565217391,24.05217391304348,68.9825,7.612500000000001,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
45,wrong_item,polite,low,kg_activation,kg_activation,110,26,2,1,0.9454545454545454,0.8461538461538461,0.1259842519685039,0.032,0.06299212598425195,0.1262135922330097,0.06722689075630253,7.713214285714315,25.225952380952382,25.571428571428573,55.21529411764709,9.781176470588235,11.505882352941178,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.8375,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
46,wrong_item,angry,high,kg_activation,kg_activation,96,75,3,2,0.8229166666666666,0.92,0.35135135135135137,0.05479452054794521,0.14864864864864866,0.04790419161676646,0.026845637583892617,51.31575000000001,10.759833333333333,11.766666666666666,37.55387096774194,15.722580645161294,16.916129032258066,0.0,0.034482758620689655,0.0,0.034482758620689655,0.25,0.0,0.0,0.5,0.0,0.09090909090909091,0.09090909090909091,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11,14,0.12727272727272726,0.85,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
47,wrong_item,frustrated,high,kg_activation,kg_activation,109,26,2,2,0.963302752293578,0.8846153846153846,0.14062499999999997,0.015873015873015872,0.09375,0.07547169811320754,0.06060606060606061,16.574150485436917,23.74160194174758,24.095145631067965,71.28000000000002,6.298333333333332,8.133333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7928571428571429,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
48,wrong_item,neutral,medium,kg_activation,kg_activation,113,24,3,1,0.9734513274336283,0.9583333333333334,0.14634146341463417,0.01652892561983471,0.13008130081300812,0.12612612612612614,0.04316546762589928,31.53423948220066,17.39029126213592,18.781877022653724,33.465,13.063333333333333,13.866666666666669,0.0,0.034482758620689655,0.0,0.034482758620689655,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.8250000000000001,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
49,wrong_item,polite,low,kg_activation,kg_activation,112,21,2,2,0.9375,0.9047619047619048,0.11382113821138211,0.01652892561983471,0.048780487804878044,0.040201005025125636,0.07017543859649122,34.45541254125416,16.817227722772277,16.23894389438944,68.0661842105263,6.125526315789475,5.905263157894737,0.0,0.06896551724137931,0.0,0.0,0.3333333333333333,0.0,0.5,0.0,-0.06896551724137931,0.14285714285714285,0.0,0,0,0.0,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858,"Llama-2-7B
(Base)",L2-7B-Base,Llama-2,7,base
